U,V,W,T_SONIC,CO2,H2O,SA_DIAG,GA_DIAG,T_CELL,T_CELL_IN,T_CELL_OUT,PRESS_CELL
-1.19393,3.13034,-1.66698,301.993,350.701,16.1052,5,8191,29.12,31.383,28.5543,96.8941
-1.31109,3.21972,-1.46941,302.028,350.67,16.1056,6,8191,29.1275,31.3795,28.5645,96.8899
-1.2572,3.30219,-1.54565,302.026,350.582,16.1005,7,8191,29.1476,31.3758,28.5906,96.8852
-1.13062,3.44722,-1.40411,302.011,350.564,16.0989,8,8191,29.1153,31.3843,28.5481,96.8864
-1.14666,3.43722,-1.48817,302.015,350.626,16.1039,9,8191,29.125,31.393,28.558,96.8941
-1.00568,3.51228,-1.47582,302.029,350.726,16.1106,10,8191,29.1492,31.3694,28.5941,96.8911
-1.0657,3.41992,-1.18773,302.026,350.628,16.1055,1,8191,29.1728,31.383,28.6203,96.8852
-1.01696,3.35211,-1.18502,302.028,350.645,16.1049,2,8191,29.1402,31.4041,28.5742,96.8833
-0.886034,3.30048,-0.95374,302.035,350.702,16.1026,3,8191,29.1218,31.3868,28.5555,96.8886
-0.799554,3.35503,-0.796491,302.03,350.791,16.1043,4,8191,29.1387,31.4066,28.5717,96.8868
-0.772555,3.32532,-0.69195,302.034,350.618,16.0985,5,8191,29.13,31.388,28.5655,96.8785
-0.550593,3.44726,-0.592359,302.085,350.606,16.1075,6,8191,29.1138,31.3818,28.5468,96.8844
-0.252142,4.0626,-0.897059,302.767,350.558,16.1052,7,8191,29.1223,31.3892,28.5555,96.8874
-0.275203,4.1944,-0.969497,302.93,350.558,16.1087,8,8191,29.1103,31.3843,28.5419,96.8838
-0.242346,4.1823,-1.23485,302.961,350.566,16.11,9,8191,29.136,31.388,28.573,96.8888
-0.233858,4.19112,-1.08018,302.96,350.084,16.1298,10,8191,29.1325,31.3806,28.5705,96.8888
-0.289327,4.09241,-1.03496,302.971,349.337,16.1774,1,8191,29.1233,31.3793,28.5593,96.8917
0.278966,3.90223,-1.20819,302.903,348.947,16.2276,2,8191,29.1248,31.3769,28.5618,96.8882
0.0828063,3.78114,-1.08172,302.924,348.844,16.2634,3,8191,29.1512,31.3843,28.5929,96.8941
-0.173266,3.95518,-0.885542,302.995,348.929,16.2956,4,8191,29.1494,31.4053,28.5854,96.8943
-0.0708709,3.92561,-1.0171,303.003,348.909,16.3162,5,8191,29.1571,31.3793,28.6016,96.8913
0.148775,4.15659,-1.0058,303.028,348.95,16.3288,6,8191,29.134,31.3682,28.5755,96.8876
-0.415992,4.58068,-0.163803,302.864,348.934,16.3324,7,8191,29.1486,31.4115,28.5829,96.887
-0.727231,4.88952,-0.223902,302.812,348.927,16.3418,8,8191,29.1069,31.3719,28.5406,96.8856
-0.398216,4.61412,-0.370566,303.024,348.827,16.3539,9,8191,29.0917,31.3806,28.5194,96.8874
-0.532746,4.49165,-0.478836,302.994,348.755,16.3699,10,8191,29.1255,31.3855,28.5605,96.8827
-0.398907,4.2986,-0.581513,302.915,348.866,16.3691,1,8191,29.1258,31.3967,28.558,96.8839
-0.26265,4.2254,-0.682743,302.931,349.065,16.37,2,8191,29.1173,31.3992,28.5468,96.8876
-0.285068,4.20795,-0.321737,302.577,348.707,16.3855,3,8191,29.1213,31.3992,28.5518,96.8911
-0.250739,4.22623,-0.344917,302.579,348.729,16.4018,4,8191,29.1554,31.3905,28.5966,96.8941
-0.432556,4.41329,-0.710982,302.839,348.651,16.4025,5,8191,29.1352,31.3892,28.5717,96.8894
-0.407007,4.49972,-0.452521,302.5,348.71,16.406,6,8191,29.1649,31.3781,28.6115,96.8925
-0.416369,4.24877,-0.676044,302.542,349.134,16.3885,7,8191,29.1275,31.3954,28.5605,96.8943
-0.462689,4.45766,-0.670657,302.474,349.169,16.3804,8,8191,29.1078,31.3917,28.5369,96.8935
-0.352892,4.10826,-0.620531,302.714,349.104,16.3823,9,8191,29.128,31.3731,28.5667,96.8913
-0.224644,4.38686,-0.333844,302.704,349.071,16.3821,10,8191,29.1731,31.3496,28.629,96.8923
-0.0358769,4.12104,-0.327761,302.813,349.512,16.3652,1,8191,29.179,31.3843,28.6277,96.8966
0.210044,4.23579,-0.531864,302.793,349.744,16.3387,2,8191,29.1569,31.3731,28.6028,96.8917
0.125953,4.40901,-0.41683,302.866,349.629,16.3306,3,8191,29.1425,31.3855,28.5817,96.8846
0.0210962,4.23604,-0.488706,302.977,349.538,16.3231,4,8191,29.1096,31.3905,28.5394,96.8876
0.195839,4.18074,-0.35654,302.919,349.348,16.3265,5,8191,29.1093,31.4041,28.5356,96.8941
0.15377,4.26699,-0.484046,303.11,349.279,16.334,6,8191,29.1375,31.3965,28.5728,96.8941
0.0478328,4.53261,-0.392534,303.352,349.179,16.3413,7,8191,29.1434,31.4053,28.5779,96.8949
0.0759573,4.61279,-0.272994,303.42,348.891,16.3535,8,8191,29.1579,31.3781,28.6028,96.9002
-0.103235,4.45754,-0.58905,303.126,348.707,16.3699,9,8191,29.1437,31.3917,28.5817,96.9014
0.0628803,4.3754,-0.43246,303.364,348.556,16.4035,10,8191,29.1176,31.4015,28.5467,96.8947
-0.208252,4.31357,-0.523018,303.237,348.07,16.4382,1,8191,29.1419,31.4078,28.5755,96.8941
-0.00289662,4.41452,-0.306544,303.348,347.898,16.4796,2,8191,29.1355,31.4153,28.5655,96.8941
0.00563572,4.44647,-0.0968034,303.374,347.942,16.5013,3,8191,29.137,31.4039,28.5703,96.8846
0.171439,4.48501,-0.237883,303.351,348.206,16.5108,4,8191,29.134,31.4287,28.5603,96.8899
0.328206,4.28798,-0.34822,303.305,348.177,16.5116,5,8191,29.139,31.3841,28.5778,96.8886
0.673085,4.22854,-0.347322,303.344,348.23,16.5206,6,8191,29.1343,31.3705,28.5753,96.8864
1.09518,4.17683,0.0931708,303.355,348.14,16.5212,7,8191,29.1561,31.4041,28.5941,96.8935
1.16552,4.24486,-0.172797,303.292,348.136,16.533,8,8191,29.1186,31.4064,28.5467,96.896
1.01048,4.24829,-0.258511,303.225,348.06,16.5408,9,8191,29.1283,31.3843,28.5643,96.8984
0.919393,4.19093,-0.168445,303.223,348.115,16.5476,10,8191,29.1473,31.3804,28.589,96.8929
0.867074,4.29154,-0.379143,303.236,348.115,16.547,1,8191,29.1853,31.3816,28.6363,96.8882
0.9639,4.41562,-0.332828,303.3,348.338,16.547,2,8191,29.1682,31.3804,28.6151,96.8929
0.907514,4.3389,-0.464509,303.415,348.216,16.5427,3,8191,29.1475,31.3965,28.5852,96.8886
0.787306,4.40422,-0.567524,303.374,348.353,16.5376,4,8191,29.1642,31.3953,28.6064,96.8862
0.722951,4.50868,-0.470032,303.475,348.332,16.5356,5,8191,29.1681,31.4101,28.6076,96.8815
0.782651,4.57829,-0.446001,303.54,348.311,16.5316,6,8191,29.1723,31.4004,28.6153,96.8832
0.970508,4.5091,-0.379698,303.546,348.428,16.5379,7,8191,29.2122,31.3965,28.6661,96.8856
0.899257,4.64318,-0.280065,303.268,348.186,16.5382,8,8191,29.2187,31.394,28.6748,96.8785
1.05463,4.74652,-0.171929,303.099,348.132,16.5336,9,8191,29.1861,31.4002,28.6325,96.8813
1.09348,4.67892,-0.240618,303.239,348.184,16.5391,10,8191,29.187,31.42,28.6288,96.8785
0.817426,4.79472,-0.45722,303.168,348.16,16.5458,1,8191,29.1791,31.42,28.6188,96.8772
0.768252,4.85254,-0.449889,303.258,348.383,16.545,2,8191,29.1915,31.4126,28.6363,96.8807
0.822014,4.75538,-0.530372,303.286,348.347,16.5223,3,8191,29.148,31.4337,28.5765,96.8807
0.669123,4.74595,-0.576682,303.435,348.246,16.5168,4,8191,29.1447,31.4225,28.5753,96.888
0.744008,4.57425,-0.660922,303.46,348.108,16.5116,5,8191,29.1191,31.4089,28.5467,96.8819
0.454004,4.70954,-0.515639,303.487,348.31,16.512,6,8191,29.1338,31.4473,28.5554,96.8876
0.52839,4.60233,-0.712552,303.157,348.21,16.5016,7,8191,29.1236,31.4163,28.5504,96.8827
0.837293,4.70577,-0.376369,303.35,348.247,16.5074,8,8191,29.1315,31.4114,28.5616,96.888
0.57728,5.01453,-0.586698,302.425,348.006,16.5139,9,8191,29.1681,31.42,28.6052,96.8858
0.350534,5.08177,-0.843386,302.138,347.803,16.5317,10,8191,29.1589,31.4337,28.5902,96.8953
0.350257,5.05517,-0.826,301.903,347.632,16.5544,1,8191,29.1353,31.4299,28.5616,96.8876
0.468794,5.07938,-0.865662,301.792,348.021,16.5532,2,8191,29.1497,31.4176,28.5828,96.885
0.576008,4.98067,-0.791053,301.935,349.069,16.5036,3,8191,29.1627,31.4225,28.5977,96.887
0.631768,4.87993,-0.794685,301.833,349.392,16.449,4,8191,29.1196,31.4064,28.5479,96.8821
0.513621,4.86346,-0.760583,301.91,349.6,16.4006,5,8191,29.1216,31.3915,28.5541,96.8797
0.483553,4.89791,-0.741488,301.766,348.919,16.3912,6,8191,29.1353,31.4002,28.5691,96.8803
0.452397,4.87027,-0.768908,301.788,348.582,16.4147,7,8191,29.1311,31.399,28.5641,96.8785
0.492288,4.8045,-0.748545,302.582,349.275,16.3994,8,8191,29.131,31.4287,28.5566,96.8809
0.672542,4.69381,-0.566176,302.93,350.324,16.3085,9,8191,29.1089,31.4423,28.5255,96.8754
0.614704,4.63359,-0.577538,302.623,350.36,16.2562,10,8191,29.1333,31.425,28.5603,96.8803
0.590754,4.65849,-0.655148,302.482,349.2,16.264,1,8191,29.134,31.4138,28.5641,96.8748
0.482815,4.77011,-0.717097,302.296,348.976,16.2973,2,8191,29.1266,31.4064,28.5566,96.8754
0.46196,4.76769,-0.663718,302.027,350.111,16.2522,3,8191,29.1139,31.4126,28.5392,96.8803
0.4574,4.76764,-0.790595,301.977,350.341,16.2068,4,8191,29.1253,31.4101,28.5541,96.8809
0.46483,4.95843,-0.714794,302.25,350.003,16.1799,5,8191,29.1228,31.4176,28.5491,96.8797
0.579473,4.79165,-0.540356,302.359,349.955,16.1951,6,8191,29.1181,31.4089,28.5454,96.8856
0.653612,4.79152,-0.503274,302.556,350.086,16.1898,7,8191,29.1373,31.4052,28.5703,96.8833
0.62007,4.60213,-0.927847,301.958,350.142,16.17,8,8191,29.1736,31.3987,28.6174,96.8821
0.500264,4.78198,-0.923759,301.86,350.073,16.1588,9,8191,29.1405,31.4312,28.5678,96.8852
0.525651,4.6531,-1.18265,301.908,350.187,16.1584,10,8191,29.1228,31.4126,28.5504,96.8839
0.524472,4.39584,-0.97812,302.288,350.4,16.1488,1,8191,29.1452,31.421,28.5763,96.8833
0.505437,4.47408,-0.816578,302.803,350.594,16.128,2,8191,29.1719,31.4148,28.6111,96.8833
0.645579,4.53364,-0.805119,302.501,350.702,16.1118,3,8191,29.1477,31.4037,28.5838,96.8833
0.641259,4.34517,-0.924209,301.962,350.729,16.0904,4,8191,29.1605,31.3826,28.6049,96.8815
0.872374,4.24249,-1.1211,301.87,350.662,16.0848,5,8191,29.136,31.394,28.5715,96.8803
0.765906,4.18959,-1.1004,301.873,350.399,16.095,6,8191,29.1308,31.4186,28.5589,96.8785
0.869819,4.11961,-1.04413,301.884,350.413,16.1007,7,8191,29.1263,31.4111,28.5551,96.8874
0.534651,4.31754,-1.20268,301.868,350.683,16.0952,8,8191,29.1473,31.4012,28.5838,96.8797
0.555606,4.34018,-1.21255,301.865,350.887,16.0886,9,8191,29.1293,31.4012,28.5614,96.8803
0.532663,4.22889,-1.28075,301.878,350.954,16.0775,10,8191,29.1764,31.4124,28.6174,96.8797
0.484436,4.27082,-1.35364,301.885,350.866,16.0764,1,8191,29.1569,31.4188,28.5915,96.8791
0.700849,4.25998,-1.38723,301.869,350.812,16.0721,2,8191,29.1512,31.4399,28.579,96.876
0.55113,4.32469,-1.47332,301.836,350.886,16.0674,3,8191,29.1552,31.4062,28.5925,96.8868
0.332846,4.19433,-1.52214,301.828,350.876,16.0711,4,8191,29.1806,31.3987,28.6261,96.8801
0.246275,4.24234,-1.66784,301.837,350.748,16.0528,5,8191,29.149,31.4,28.5862,96.8718
0.231199,4.21149,-1.71761,301.835,350.969,16.0629,6,8191,29.1241,31.4198,28.5502,96.8795
0.11654,4.0627,-1.7468,301.849,350.864,16.0588,7,8191,29.1306,31.4124,28.5601,96.8705
0.198072,4.07286,-1.65316,301.843,350.947,16.0502,8,8191,29.1599,31.4099,28.5974,96.8765
0.170667,4.07681,-1.70769,301.841,351.006,16.0442,9,8191,29.1545,31.4124,28.59,96.8718
0.00344039,4.09483,-1.87051,301.828,350.992,16.0325,10,8191,29.1497,31.4136,28.5838,96.8795
0.00434689,4.06469,-1.80343,301.834,350.876,16.0244,1,8191,29.1662,31.4062,28.6062,96.8771
0.0674764,4.10161,-1.79755,301.829,351.049,16.0216,2,8191,29.1418,31.3987,28.5775,96.874
0.155745,4.10273,-1.82835,301.82,350.998,16.0169,3,8191,29.1796,31.3987,28.6248,96.8712
0.363458,4.01634,-1.76651,301.845,350.93,16.0118,4,8191,29.2112,31.3925,28.6659,96.8752
0.433833,4.06146,-1.5288,301.865,350.979,16.0091,5,8191,29.2127,31.4297,28.6584,96.8699
0.483014,4.00501,-1.46262,301.875,350.897,16.0052,6,8191,29.1784,31.3975,28.6236,96.8704
0.37362,3.94747,-1.43898,301.88,350.834,16.0017,7,8191,29.1659,31.4,28.6074,96.8675
0.440002,3.99681,-1.55642,301.85,350.892,16.0014,8,8191,29.1263,31.4062,28.5564,96.8687
0.4445,3.99724,-1.56421,301.831,350.842,16.0066,9,8191,29.1338,31.4136,28.5638,96.8752
0.356035,4.0272,-1.60351,301.83,351.074,16.0105,10,8191,29.1333,31.3963,28.5676,96.8705
0.374271,4.02597,-1.55476,301.845,350.846,16.0061,1,8191,29.1784,31.4025,28.6223,96.8675
0.359904,3.97498,-1.50989,301.821,350.907,16.0001,2,8191,29.1303,31.4062,28.5614,96.871
0.292846,3.94988,-1.41501,301.841,350.882,15.9955,3,8191,29.1161,31.4148,28.5414,96.8681
0.283002,3.8738,-1.39395,301.813,350.841,15.9912,4,8191,29.1333,31.421,28.5614,96.8734
0.460589,3.93388,-1.3936,301.805,350.847,15.9857,5,8191,29.1557,31.4037,28.5937,96.8712
0.309709,4.11225,-1.10143,301.804,351.031,15.9884,6,8191,29.1597,31.374,28.6062,96.8722
0.0710748,4.07088,-1.11764,301.809,351.056,15.9808,7,8191,29.1706,31.4136,28.6099,96.8736
0.162835,4.01408,-1.05588,301.83,350.992,15.9737,8,8191,29.1495,31.4124,28.5838,96.873
0.170708,3.94844,-1.03877,301.835,350.925,15.9686,9,8191,29.1338,31.3938,28.5688,96.873
0.0270907,4.05381,-1.0826,301.872,350.937,15.9768,10,8191,29.1112,31.3702,28.5464,96.8783
-0.00247555,3.93045,-1.15379,301.894,350.9,15.9731,1,8191,29.1333,31.3864,28.5701,96.8742
0.00172196,4.095,-1.16886,301.933,350.869,15.9771,2,8191,29.1262,31.3961,28.5587,96.8813
0.0187148,4.0642,-0.979312,301.904,350.811,15.9801,3,8191,29.0925,31.3764,28.5215,96.8826
0.125731,4.00379,-1.01786,301.929,350.73,15.9845,4,8191,29.1072,31.395,28.5352,96.8852
0.246793,4.12036,-1.1155,301.806,350.53,15.983,5,8191,29.1142,31.3802,28.5477,96.885
0.240548,4.03964,-1.20309,301.792,350.542,15.9838,6,8191,29.1186,31.3925,28.5502,96.8852
0.340611,4.04425,-1.23786,301.79,350.585,15.9897,7,8191,29.1239,31.3789,28.5601,96.8815
0.380022,4.04383,-1.10771,301.792,350.641,15.9865,8,8191,29.1134,31.3913,28.5439,96.8899
0.248654,4.08575,-1.04084,301.78,350.656,15.9811,9,8191,29.1308,31.3888,28.5663,96.8905
0.475637,4.19756,-0.935455,301.774,350.832,15.9798,10,8191,29.1254,31.3973,28.5574,96.8911
0.442377,4.12085,-0.930164,301.78,350.889,15.9736,1,8191,29.0943,31.3862,28.5214,96.8868
0.349191,4.12431,-0.986471,301.772,350.974,15.9619,2,8191,29.0925,31.3764,28.5215,96.8868
0.338799,4.17877,-1.06619,301.77,350.922,15.9525,3,8191,29.091,31.3888,28.5166,96.8803
0.352273,4.16799,-1.11911,301.78,350.952,15.9396,4,8191,29.115,31.3949,28.545,96.8838
0.278479,4.13946,-1.12616,301.82,350.9,15.9279,5,8191,29.0858,31.3826,28.5116,96.8807
0.286922,4.13882,-1.06328,301.821,351.056,15.9234,6,8191,29.1234,31.3825,28.5587,96.8807
0.319903,4.15405,-1.02647,301.801,350.943,15.9154,7,8191,29.1757,31.3849,28.6234,96.8789
0.32315,4.15983,-0.961658,301.785,350.969,15.9107,8,8191,29.1416,31.3986,28.5774,96.8772
0.375624,4.19047,-0.967731,301.785,350.937,15.9084,9,8191,29.1436,31.3986,28.5799,96.876
0.376652,4.20621,-0.905336,301.772,350.833,15.9051,10,8191,29.1719,31.3901,28.6174,96.8797
0.434704,4.22222,-0.906553,301.77,350.919,15.9013,1,8191,29.1538,31.38,28.5973,96.8791
0.414937,4.23997,-0.925922,301.777,350.945,15.8964,2,8191,29.1496,31.4035,28.5861,96.8766
0.341373,4.2942,-0.97439,301.784,350.871,15.8959,3,8191,29.1311,31.395,28.5651,96.8826
0.350553,4.24024,-0.946103,301.79,350.94,15.885,4,8191,29.1424,31.3726,28.5848,96.8819
0.37237,4.23116,-0.903875,301.794,350.924,15.8838,5,8191,29.1307,31.3589,28.5736,96.8815
0.297181,4.24614,-0.899006,301.791,350.954,15.879,6,8191,29.1424,31.3676,28.5861,96.8832
0.344056,4.23515,-0.874938,301.796,350.951,15.8737,7,8191,29.1578,31.3403,28.6122,96.8832
0.313367,4.29675,-0.738583,301.842,350.844,15.8717,8,8191,29.1433,31.3973,28.5799,96.8809
0.0864704,4.32352,-0.655254,301.863,350.84,15.8702,9,8191,29.159,31.3961,28.5998,96.8893
0.192761,4.32602,-0.67617,301.908,350.828,15.8689,10,8191,29.1451,31.3763,28.5873,96.8797
0.172793,4.35699,-0.635698,301.915,350.732,15.8601,1,8191,29.114,31.3602,28.5525,96.8862
0.215807,4.40194,-0.704056,301.879,350.94,15.8698,2,8191,29.1068,31.3887,28.5363,96.8913
0.194454,4.43555,-0.739297,301.845,350.771,15.8753,3,8191,29.1545,31.3986,28.5935,96.8846
0.252495,4.4194,-0.703138,301.908,350.793,15.8865,4,8191,29.1593,31.4122,28.596,96.8899
0.177254,4.38558,-0.727428,301.887,350.728,15.8959,5,8191,29.1623,31.4023,28.6023,96.8899
0.173383,4.41372,-0.725096,301.911,350.861,15.9017,6,8191,29.1862,31.3973,28.6334,96.8821
0.132646,4.29393,-0.741625,301.863,350.693,15.8989,7,8191,29.1702,31.3924,28.6147,96.8874
0.173374,4.23529,-0.74986,301.852,350.76,15.903,8,8191,29.1341,31.3862,28.5711,96.8864
0.143928,4.22089,-0.757698,301.845,350.802,15.9056,9,8191,29.1165,31.3825,28.55,96.8852
0.0974928,4.22328,-0.689307,301.854,350.767,15.9126,10,8191,29.1277,31.3639,28.5686,96.8894
0.185523,4.28143,-0.588179,301.869,350.757,15.9133,1,8191,29.1093,31.3862,28.54,96.8947
0.328061,4.29145,-0.670394,301.891,350.818,15.9153,2,8191,29.1289,31.3949,28.5624,96.8919
0.368143,4.2273,-0.546836,301.871,350.751,15.9167,3,8191,29.1463,31.3973,28.5836,96.8955
0.348621,4.21512,-0.503584,301.826,350.782,15.9189,4,8191,29.166,31.3713,28.6147,96.8919
0.413733,4.28148,-0.36995,301.83,350.874,15.9336,5,8191,29.1322,31.3812,28.5699,96.899
0.568505,4.39139,-0.264736,301.924,350.869,15.938,6,8191,29.176,31.3713,28.6271,96.8943
0.544107,4.56778,-0.339935,302.085,350.9,15.9434,7,8191,29.1287,31.3837,28.5649,96.8925
0.558072,4.62908,-0.184848,302.11,350.863,15.9454,8,8191,29.1464,31.3726,28.5898,96.8923
0.552891,4.65024,-0.349103,302.129,350.879,15.9432,9,8191,29.1501,31.3614,28.5973,96.8947
0.559847,4.48742,-0.0572124,302.137,350.645,15.9531,10,8191,29.1377,31.3589,28.5823,96.8894
0.428956,4.4885,-0.155253,302.121,350.663,15.965,1,8191,29.1279,31.375,28.5662,96.887
0.327762,4.73018,0.0623437,302.13,350.501,15.9722,2,8191,29.1381,31.3713,28.5799,96.887
0.171004,4.69562,-0.207638,302.114,350.413,15.9807,3,8191,29.1282,31.3614,28.5699,96.8888
0.086947,4.78087,-0.0063133,302.096,350.446,15.9877,4,8191,29.1339,31.3849,28.5711,96.8888
0.118616,4.77315,-0.00853548,302.105,350.319,15.9839,5,8191,29.1421,31.3822,28.5821,96.89
0.141443,4.83158,0.0415024,302.096,350.433,15.9891,6,8191,29.1138,31.3688,28.55,96.8876
0.217129,4.74204,0.064482,302.11,350.491,15.9937,7,8191,29.1518,31.375,28.596,96.8906
0.421274,4.73446,0.284968,302.135,350.437,15.9929,8,8191,29.1673,31.3636,28.6182,96.8905
0.28876,4.69922,-0.232836,302.141,350.415,15.9926,9,8191,29.1389,31.3701,28.5811,96.8852
-0.0144622,4.63764,-0.336407,302.175,350.431,15.9961,10,8191,29.1267,31.3787,28.5637,96.8888
0.365435,4.89483,-0.0380226,302.248,350.427,15.9914,1,8191,29.1103,31.3426,28.5522,96.8821
0.33243,4.70156,-0.117103,302.326,350.352,15.9913,2,8191,29.1317,31.3738,28.5711,96.8852
0.191972,4.65248,-0.129757,302.386,350.392,15.9941,3,8191,29.1294,31.3577,28.5724,96.8809
0.343439,4.49859,-0.0701915,302.295,350.316,15.9976,4,8191,29.1205,31.3527,28.5624,96.8791
0.31979,4.50055,-0.11132,302.26,350.271,16.0089,5,8191,29.1536,31.3698,28.5995,96.8833
0.235785,4.41855,-0.186339,302.252,350.304,16.0161,6,8191,29.1503,31.3835,28.5921,96.8846
0.317649,4.29429,-0.2258,302.13,350.341,16.0188,7,8191,29.1568,31.376,28.602,96.8876
0.455027,4.17905,0.0656261,302.122,350.382,16.0221,8,8191,29.1745,31.3698,28.6257,96.8919
0.315774,4.12277,0.346336,302.124,350.374,16.0143,9,8191,29.1645,31.3738,28.6122,96.8888
-0.0981257,4.14882,0.512125,302.137,350.382,16.0123,10,8191,29.1616,31.349,28.6147,96.8894
-0.384434,4.06112,0.709168,302.124,350.388,16.0076,1,8191,29.1391,31.3872,28.5771,96.8919
-0.438405,4.1876,0.758866,302.105,350.317,16.0047,2,8191,29.1555,31.4045,28.5933,96.89
-0.286803,4.53745,1.04518,302.034,350.332,16.009,3,8191,29.1326,31.4085,28.5637,96.8937
-0.0893369,4.48712,1.09872,301.946,350.379,16.0058,4,8191,29.1215,31.3884,28.5547,96.8972
-0.213659,4.50625,1.00019,301.845,350.39,15.9936,5,8191,29.1324,31.3835,28.5697,96.8919
-0.173868,4.54556,0.949571,302.046,350.524,15.9993,6,8191,29.1369,31.3859,28.5746,96.8821
0.011419,4.58123,0.837088,302.066,350.425,15.9944,7,8191,29.1459,31.3612,28.5921,96.887
0.022249,4.64901,0.879978,302.028,350.627,15.9819,8,8191,29.1849,31.3773,28.6369,96.8833
-0.0659097,4.73454,1.01234,302.031,350.705,15.9487,9,8191,29.1797,31.3711,28.6319,96.8876
0.0824903,4.89708,1.19819,302.181,350.613,15.9496,10,8191,29.1324,31.3835,28.5697,96.8846
0.121855,4.94501,1.1068,302.243,350.467,15.9483,1,8191,29.1469,31.3711,28.5908,96.8929
0.236357,5.03161,1.06716,302.335,350.632,15.9448,2,8191,29.1429,31.3661,28.5871,96.8906
0.386228,5.07774,0.87174,302.305,350.641,15.9454,3,8191,29.1292,31.3872,28.5647,96.8882
0.340248,4.91075,0.267413,302.314,350.443,15.9539,4,8191,29.1693,31.3835,28.6157,96.8925
0.0472546,4.61728,-0.16849,302.344,350.288,15.9713,5,8191,29.1309,31.376,28.5697,96.8919
-0.293573,4.40314,-0.238481,302.316,350.227,15.9873,6,8191,29.1344,31.3835,28.5721,96.8906
-0.292248,4.30544,-0.213532,302.288,350.03,16.0074,7,8191,29.1319,31.3661,28.5734,96.8919
-0.648181,4.46825,0.581794,302.313,350.138,16.0156,8,8191,29.1197,31.3996,28.5497,96.8852
-0.345555,4.71306,0.269865,302.354,350.168,16.021,9,8191,29.1404,31.3934,28.5771,96.8888
0.0426859,4.62497,0.410066,302.367,350.148,16.031,10,8191,29.1302,31.3773,28.5684,96.8874
-0.0184291,4.63931,0.337849,302.586,350.119,16.0299,1,8191,29.1394,31.3636,28.5833,96.8839
-0.00257838,4.61476,0.0952741,302.518,350.191,16.0385,2,8191,29.1016,31.3686,28.5348,96.8819
-0.103709,4.56167,0.237836,302.578,350.082,16.0383,3,8191,29.1381,31.407,28.5709,96.8856
0.198693,4.68155,0.129262,302.6,349.87,16.0616,4,8191,29.1237,31.3748,28.5609,96.8791
0.131318,4.68128,0.362626,302.491,349.684,16.0866,5,8191,29.1167,31.3847,28.5497,96.8832
0.119084,4.76511,0.27376,302.217,349.858,16.1139,6,8191,29.1245,31.3835,28.5597,96.8813
-0.0541531,4.82612,0.110827,302.215,349.769,16.1116,7,8191,29.1339,31.3661,28.5759,96.8826
-0.0444592,4.84727,0.0432733,302.081,349.749,16.1227,8,8191,29.1055,31.3736,28.5385,96.8827
0.0463642,4.97847,0.209094,302.319,349.706,16.1333,9,8191,29.1108,31.3847,28.5423,96.8862
0.0409121,4.99635,0.244023,302.419,350.068,16.119,10,8191,29.1451,31.3872,28.5846,96.8785
-0.121977,5.17589,0.257126,302.294,350.455,16.0856,1,8191,29.1414,31.3835,28.5809,96.8868
-0.122653,5.11976,0.218715,302.072,350.464,16.055,2,8191,29.1628,31.3859,28.607,96.8852
-0.020482,4.99866,0.278524,302.028,350.508,16.0474,3,8191,29.1533,31.3934,28.5933,96.8899
0.0361635,5.02798,0.183654,301.998,350.237,16.0482,4,8191,29.1511,31.3822,28.5933,96.8911
-0.00750032,4.99498,0.148206,301.945,350.238,16.0483,5,8191,29.1705,31.35,28.6257,96.896
-0.125559,5.06361,0.0932771,301.924,350.266,16.0455,6,8191,29.1768,31.3513,28.6331,96.8935
-0.0914609,5.06504,0.0802645,301.968,350.417,16.0195,7,8191,29.1449,31.3661,28.5896,96.8929
-0.100064,5.0781,-0.0228186,301.921,350.712,16.005,8,8191,29.1342,31.3773,28.5734,96.8929
0.0946389,5.14703,-0.0920191,302.044,350.62,15.9752,9,8191,29.1305,31.3587,28.5734,96.8827
0.0487535,5.02774,-0.073491,301.986,350.663,15.967,10,8191,29.1083,31.3674,28.5435,96.8935
-0.0263133,5.02151,-0.0510959,301.959,350.684,15.9501,1,8191,29.0956,31.3736,28.5261,96.888
-0.129096,5.01476,-0.126385,301.989,350.695,15.9468,2,8191,29.1294,31.3785,28.5672,96.8821
0.180934,4.87292,-0.135053,302.04,350.609,15.945,3,8191,29.1337,31.3748,28.5734,96.8846
0.12992,4.76937,-0.0155817,301.977,350.637,15.9482,4,8191,29.119,31.3909,28.551,96.8815
0.186718,4.82321,0.0390758,301.959,350.496,15.952,5,8191,29.1295,31.3587,28.5721,96.8858
0.0433249,4.73588,0.0665069,301.954,350.658,15.9541,6,8191,29.1267,31.3698,28.5659,96.8821
0.027749,4.74759,0.151739,301.947,350.661,15.9524,7,8191,29.1302,31.3773,28.5684,96.8899
0.000864082,4.73261,0.141696,301.936,350.688,15.9406,8,8191,29.1466,31.3847,28.5871,96.8833
0.0455209,4.63477,0.0755302,301.906,350.571,15.9385,9,8191,29.1573,31.3736,28.6033,96.8911
-0.0184668,4.63201,0.00837857,301.892,350.595,15.9252,10,8191,29.1466,31.3698,28.5908,96.8917
-0.082647,4.62187,-0.0505488,301.894,350.709,15.9144,1,8191,29.1165,31.3785,28.551,96.8882
-0.132958,4.66431,-0.0201731,301.948,350.705,15.9112,2,8191,29.1059,31.3858,28.5359,96.8858
